"file","page_type","bucket","current_indexation_risk","recommended_action","reason"
"st-lucie-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"st-lucie-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"st-petersburg-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"st-petersburg.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"stop-foreclosure-fast-pembroke-pines-broward-county.html","blog page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"success-stories.html","blog page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"sumter-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"sumter-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"sumter-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"suwannee-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"suwannee-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"suwannee-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"tallahassee-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"tallahassee.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"tampa-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"tampa.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
"tax-lien-hardship-sale-guide.html","blog page","C","Medium","Noindex, follow for now","Support guide is currently under-supported and should stay out of the index until it earns stronger internal linking and editorial depth."
"taylor-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"taylor-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"taylor-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"union-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"union-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"union-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"unwanted-rental-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"unwanted-rental-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"unwanted-rental.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"urgent-timeline-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"urgent-timeline-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"urgent-timeline.htm","utility redirect","C","High","Noindex, follow for now","Utility or test page that should stay out of the production index."
"urgent-timeline.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"vacant-home-costs-counties.html","utility directory","C","High","Noindex, follow for now","Large county-plus-situation directory pages create crawl paths but are too thin and repetitive for indexing."
"vacant-home-costs-story.html","testimonial / story page","C","High","Noindex, follow for now","Proof-style content depends on composite or unverifiable local claims and should not be used as an index signal."
"vacant-home-costs.html","core service page","A","Medium","Keep indexable now","Strong statewide intent page that can support internal linking into local pages."
"video-tests.html","utility page","C","High","Noindex, follow for now","Utility or test page that should stay out of the production index."
"volusia-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"volusia-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"volusia-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"volusia-county-inherited-property.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"volusia-county-probate.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"volusia-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"volusia-county-repairs.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"volusia-county-urgent-sale.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"volusia-county-vacant-home.html","county + situation page","A","Medium","Keep indexable now","Priority county-situation page tied to stronger markets and supported by county, city, and statewide hub links."
"volusia-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"wakulla-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"wakulla-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"wakulla-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"walton-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"walton-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"walton-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"washington-county-commercial-properties.html","county commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"washington-county-divorce.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-foreclosure.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-inherited-property.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-probate.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-rental.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-repairs.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-urgent-sale.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county-vacant-home.html","county + situation page","D","High","Consolidate into parent page","Low-support county-situation page is too templated to justify standalone indexing outside priority markets."
"washington-county.html","county page","A","Medium","Keep indexable now","County hub page is the strongest scalable local asset and can absorb weaker county-situation intent."
"we-buy-commercial-properties.html","core service page","A","Low","Keep indexable now","Core conversion or discovery page with clear statewide business relevance."
"west-palm-beach-commercial-properties.html","city commercial page","D","High","Consolidate into parent page","Local commercial pages are secondary, thin, and better consolidated into the main commercial hub until deeper market-specific proof exists."
"west-palm-beach.html","city page","A","Medium","Keep indexable now","City page targets strong local demand and supports the surrounding county structure."
